,기업코드,기업명,수익성,효율성,퀄리티,변동성,종목분류지표,index_set,index_num,news_date,news_summary
1563,417860,오브젠,P,E,q,v,PEqv,[210],210,2024-07-25 11:32:05,"뉴스 풀이: 
SK하이닉스가 좋은 실적을 발표했지만, 미국 기술주들이 크게 하락하면서 SK하이닉스의 주가도 크게 떨어졌어요. LG에너지솔루션은 전기차 수요가 줄어들면서 실적이 나빠졌지만, 미국 인플레이션 감축법의 혜택으로 적자를 면했어요. 한국 경제는 1년 6개월 만에 처음으로 역성장 했어요. 수출은 증가했지만, 수입이 더 많이 증가했고, 소비와 투자가 감소했기 때문이에요.

용어 설명 :
*어닝서프라이즈: 기업이 예상보다 높은 실적을 발표하는 것
*캐즘: 기술적으로 혁신적인 제품이 출시되었을 때, 대중들이 이 제품을 수용하기까지 일시적으로 수요가 정체되는 현상
*인플레이션감축법(IRA): 미국에서 인플레이션을 줄이기 위해 시행된 법으로, 친환경 에너지 산업에 대한 지원 등을 포함함
*역성장: 경제가 이전 분기나 전년도에 비해 성장하지 못하거나, 오히려 감소하는 것"
1566,52420,오성첨단소재,p,e,Q,V,peQV,"[49, 219, 268, 361, 438, 471, 472, 514, 798]",219,2024-07-25 10:13:11,"뉴스 풀이 : 
최근 미국 증시가 주춤하자 국내 증시에서는 미국 대선 후보들과 관련된 테마주들이 단타성 거래가 몰리고 있습니다. 조 바이든 대통령이 대선 후보직을 사퇴한 22일부터 24일까지 회전율 상위 종목 20개 중 13개가 미국 대선 테마 관련주였습니다. 마리화나, 친환경 관련주 등으로 묶인 '해리스 테마주'는 6곳, 우크라이나 재건주와 남북경협 관련주 등 '트럼프 테마주'는 7곳이었습니다. 
이러한 테마주들은 거품이 꺼지면 쉽게 급락하기 때문에 투자에 유의해야 합니다.

용어 설명 : 
* 테마주 : 주식시장에 새로운 사건이나 현상이 발생해 증권시장에 큰 영향을 주는 일이 발생할 때 이런 현상에 따라 움직이는 종목군을 말합니다.
* 단타성 거래 : 짧은 시간에 주식을 사고 팔아 수익을 내는 거래를 말합니다.
* 회전율 : 일정 기간 거래량을 상장주식 수로 나눈 값으로, 회전율이 높을수록 주식을 사고파는 정도가 활발하다는 뜻입니다."
1567,39200,오스코텍,P,E,q,v,PEqv,[128],128,2024-07-25 18:25:09,"뉴스 풀이 : 
최근 엔화와 달러의 가치가 상승하면서 원화의 가치가 하락하고 있습니다. 25일 엔화 가치가 급등하면서 원·엔 재정환율은 장중 911원까지 올랐고, 원·달러 환율도 상승하며 원화 약세를 부추겼습니다. 이는 일본과 미국의 통화정책 전환점이 가까워졌다는 기대감이 엔화와 달러의 가치를 상승시킨 것으로 보입니다.

용어 설명 : 
*통화정책 : 한 나라의 화폐(돈)와 관련된 정책으로, 중앙은행이 화폐의 양이나 금리를 조절하여 경제를 안정시키고 성장을 촉진하는 정책입니다.
*재정환율 : 두 나라 통화 간의 환율을 간접적으로 계산한 환율입니다.
*트리거 : 경제에서 어떤 사건이 계기가 되어 급격한 변화를 일으키는 것을 말합니다."
1578,309930,오하임앤컴퍼니,p,E,Q,v,pEQv,[49],49,2024-07-26 11:33:58,"뉴스 풀이: 
문장1. SK하이닉스와 현대차가 좋은 실적을 발표했지만 주가는 하락했습니다. 
문장2. 현대차는 역대 최대 매출과 분기 최대 이익을 달성했지만, 뉴욕 증시에서 자동차주들이 급락하면서 국내 자동차주에 대한 투자심리가 악화되었습니다.
문장3. SK하이닉스는 2분기 영업이익이 5조4천억을 기록했지만, 미국 기술주 급락과 AI 시장 위축 우려로 주가가 하락했습니다.
문장4. 해리스 부통령이 대마초 합법화를 추진하면서, 국내 대마초 관련주인 오성첨단소재와 애머릿지가 10% 넘게 올랐습니다.
문장5. 대선 관련 테마주들은 변동성이 크기 때문에 투자에 유의해야 합니다.

용어 설명 :
*어닝서프라이즈: 기업이 시장에서 예상했던 것보다 훨씬 더 좋은 실적을 발표하는 것
*캐즘: 첨단기술이나 어떤 상품이 개발되면 초기에는 혁신적인 소수의 소비자들에 의해 수용되지만, 이후에는 대중적인 시장으로 확산되지 못하고 보급이 정체되는 현상
*마리화나: 대마초
*바이오시밀러: 특허가 만료된 생물의약품에 대한 복제약"
1580,226950,올릭스,P,E,q,v,PEqv,[694],694,2024-07-22 09:38:50,"뉴스 풀이:

문장1. 올릭스의 주가가 비만치료제 후보물질 'OLX702A'에 대한 기술이전 기대감으로 사흘째 강세를 보이고 있습니다.
문장2. OLX702A는 올릭스가 보유한 RNA간섭 플랫폼 독점 기술을 기반으로 개발된 후보물질로, 호주에서 임상 1상이 진행되고 있습니다.
문장3. 이 후보물질은 대사이상 관련 지방간염(MASH)의 발병에 관련된 유전자의 발현을 억제해 지방간과 간염 및 섬유증을 개선합니다.
문장4. 올릭스는 동물모델에서 해당 물질의 지방간 감소 효과와 섬유화된 간 조직을 정상 조직으로 역전시키는 효능을 확인했습니다.
문장5. 올릭스는 OLX702A에서 항비만 효력을 확인해 비만 치료제로도 개발 중이며, 원숭이 모델을 대상으로 한 시험에서 위고비 단독투여군 대비 체중과 체지방률, 복부둘레의 감소 효과가 높게 나타났습니다.

용어 설명 : 
*RNA간섭(RNAi) : 세포 내에서 단백질 합성에 관여하는 RNA가 특정 유전자의 발현을 억제하는 현상을 말합니다.
*전장유전체 상관분석연구(GWAS) : 인간의 유전체 전체를 대상으로 질병과 유전적 변이의 상관관계를 분석하는 연구입니다.
*GLP-1 : 인슐린 분비를 촉진하고 포만감을 유발하는 호르몬으로, 비만 치료에 사용됩니다."
1589,232140,와이씨,P,E,Q,v,PEQv,"[451, 463, 788]",463,2024-07-23 15:45:24,"뉴스 풀이: 
간밤에 뉴욕 증시에서 반도체 관련 주식들이 크게 올랐습니다. 이에 따라 한국의 반도체 종목들도 오랜만에 상승했습니다. 삼성전자는 1.08% 상승했고, SK하이닉스는 장중 2% 상승했지만 외국인의 매도로 인해 상승분을 반납했습니다. 반도체 장비 및 부품 관련 주식들도 동반 상승했습니다.

용어 설명 : 
*반도체: 전기가 잘 통하는 성질을 이용하여 정보를 저장하거나 처리하는 부품
*뉴욕 증시: 미국 뉴욕에서 열리는 주식 시장
*파운드리: 반도체 제조를 전담하는 생산 전문 기업"
1598,122870,와이지엔터테인먼트,P,E,Q,v,PEQv,"[128, 189, 453, 550, 580, 616, 645, 692, 723, 740, 834, 879, 898, 901]",616,2024-07-22 16:57:11,"뉴스 풀이: 
와이지엔터테인먼트의 주가가 소속 아티스트들의 활동 소식에 기대감이 커져 상승했습니다. 걸그룹 투애니원과 블랙핑크의 완전체 활동에 대한 기대감이 작용한 것으로 풀이됩니다. 반면 다른 엔터주들은 2분기 실적 우려 등으로 동반 약세를 보였습니다. 증권사들은 와이지엔터테인먼트의 목표주가를 하향 조정했습니다.

용어 설명 : 
*목표주가 : 투자자가 주식을 매도할 때에 손익분기점이 되는 주가를 말합니다.
*신저가 : 주식시장에서 주식이 거래된 가격 중 가장 낮은 가격을 말합니다.
*지적재산 : 인간의 지적 활동으로 창출된 결과물에 대한 권리를 말합니다."
1603,82850,우리바이오,P,e,q,v,Peqv,"[49, 219, 312, 361, 409, 438, 471, 514, 798]",49,2024-07-26 11:33:58,"뉴스 풀이: 
문장1. SK하이닉스와 현대차가 좋은 실적을 발표했지만 주가는 하락했습니다. 
문장2. 현대차는 역대 최대 매출과 분기 최대 이익을 달성했지만, 뉴욕 증시에서 자동차주들이 급락하면서 국내 자동차주에 대한 투자심리가 악화되었습니다.
문장3. SK하이닉스는 2분기 영업이익이 5조4천억을 기록했지만, 미국 기술주 급락과 AI 시장 위축 우려로 주가가 하락했습니다.
문장4. 해리스 부통령이 대마초 합법화를 추진하면서, 국내 대마초 관련주인 오성첨단소재와 애머릿지가 10% 넘게 올랐습니다.
문장5. 대선 관련 테마주들은 변동성이 크기 때문에 투자에 유의해야 합니다.

용어 설명 :
*어닝서프라이즈: 기업이 시장에서 예상했던 것보다 훨씬 더 좋은 실적을 발표하는 것
*캐즘: 첨단기술이나 어떤 상품이 개발되면 초기에는 혁신적인 소수의 소비자들에 의해 수용되지만, 이후에는 대중적인 시장으로 확산되지 못하고 보급이 정체되는 현상
*마리화나: 대마초
*바이오시밀러: 특허가 만료된 생물의약품에 대한 복제약"
1618,240810,원익IPS,P,E,Q,V,PEQV,"[36, 523]",523,2024-07-23 09:34:36,"뉴스 풀이 : 
간밤 미국 뉴욕 증시에서 기술주가 급등하면서 23일 국내 대표 반도체주들도 상승 중입니다. 삼성전자는 전일 대비 1100원(1.33%) 오른 8만 4100원에 거래되고 있고, SK하이닉스도 0.73% 상승 중입니다. 이는 미국발 기술주 훈풍에 따른 것으로 보입니다. 지난주 기술주 중심의 나스닥지수와 필라델피아 반도체지수는 각각 3.65%, 8.80% 하락했으나 기업들의 2분기 실적 발표를 앞두고 매수세가 유입되며 1.58%, 4.00% 올랐습니다.

용어 설명 : 
*반도체주 : 반도체를 생산하는 기업의 주식을 말합니다.
*나스닥지수 : 미국의 대표적인 기술주 중심의 지수입니다.
*필라델피아 반도체지수 : 미국의 필라델피아 증권거래소가 발표하는 반도체 업종 지수입니다."
1630,101160,월덱스,p,e,Q,V,peQV,[189],189,2024-07-25 13:45:09,"뉴스 풀이: 
원·달러 환율이 장중 1388원까지 오르며 상승 폭을 확대했습니다. 달러화 약세와 엔화 급등에도 불구하고 원화 가치는 하락하고 있습니다. 간밤 뉴욕 증시 급락에 국내 증시도 위험선호 위축 분위기가 커지며 외국인 자금이 대거 이탈하며 환율이 상승 압력을 받고 있습니다.

25일 서울외국환중개에 따르면 이날 환율은 오후 1시 35분 기준 전 거래일 종가(1383.8원, 오후 3시 30분 기준)보다 2.65원 오른 1386.45원에서 거래되고 있습니다.

미국 경제 지표 부진과 엔화 강세로 인해 달러화는 약세입니다. 달러인덱스는 이날 새벽 12시 36분 기준 104.24를 기록하고 있습니다. 달러·엔 환율은 152엔대로 추가 하락하며 강세를 나타내고 있습니다.

국내 2분기 국내총생산(GDP)이 ‘역성장’하면서 원화에도 부담으로 작용하고 있습니다. 이날 한국은행에 따르면 2분기 GDP는 전분기 대비 0.2% 감소했습니다.

미국 2분기 GDP 성장률을 주시하고 있습니다. 시장에선 2.0% 성장을 전망해, 1분기(1.4%)와 비교해 확대될 것으로 보고 있습니다.

용어 설명 : 
*달러인덱스: 세계 주요 6개국 통화 대비 달러의 평균적 가치를 나타내는 지표
*GDP: 한 나라의 경제가 일정 기간 동안 생산한 재화와 용역의 시장 가치를 합산한 것으로, 경제 성장의 정도를 파악하는 데 사용됨
*역성장: 경제가 성장하지 못하고 감소하는 것을 의미함"
1645,112040,위메이드,P,E,q,v,PEqv,"[0, 128, 169, 189, 269, 608, 857]",189,2024-07-25 13:45:09,"뉴스 풀이: 
원·달러 환율이 장중 1388원까지 오르며 상승 폭을 확대했습니다. 달러화 약세와 엔화 급등에도 불구하고 원화 가치는 하락하고 있습니다. 간밤 뉴욕 증시 급락에 국내 증시도 위험선호 위축 분위기가 커지며 외국인 자금이 대거 이탈하며 환율이 상승 압력을 받고 있습니다.

25일 서울외국환중개에 따르면 이날 환율은 오후 1시 35분 기준 전 거래일 종가(1383.8원, 오후 3시 30분 기준)보다 2.65원 오른 1386.45원에서 거래되고 있습니다.

미국 경제 지표 부진과 엔화 강세로 인해 달러화는 약세입니다. 달러인덱스는 이날 새벽 12시 36분 기준 104.24를 기록하고 있습니다. 달러·엔 환율은 152엔대로 추가 하락하며 강세를 나타내고 있습니다.

국내 2분기 국내총생산(GDP)이 ‘역성장’하면서 원화에도 부담으로 작용하고 있습니다. 이날 한국은행에 따르면 2분기 GDP는 전분기 대비 0.2% 감소했습니다.

미국 2분기 GDP 성장률을 주시하고 있습니다. 시장에선 2.0% 성장을 전망해, 1분기(1.4%)와 비교해 확대될 것으로 보고 있습니다.

용어 설명 : 
*달러인덱스: 세계 주요 6개국 통화 대비 달러의 평균적 가치를 나타내는 지표
*GDP: 한 나라의 경제가 일정 기간 동안 생산한 재화와 용역의 시장 가치를 합산한 것으로, 경제 성장의 정도를 파악하는 데 사용됨
*역성장: 경제가 성장하지 못하고 감소하는 것을 의미함"
1651,36090,위지트,p,e,q,v,peqv,[677],677,2024-07-22 09:55:49,"뉴스 풀이: 
조 바이든 미국 대통령이 민주당 대선 후보직에서 사퇴했습니다. 이에 따라 '트럼프 수혜주'로 불리는 가상화폐 관련 종목들이 강세를 보이고 있습니다. 최근 상승 추세인 비트코인 가격은 6만 8천 달러선을 넘어 거래되고 있습니다. 코스닥시장에서 블록체인 업체인 갤럭시아머니트리는 15.59% 상승한 9천640원에 거래되고 있고, 업비트의 운영사 두나무의 지분을 보유하고 있는 우리기술투자는 5.68% 상승한 8천920원에 거래 중입니다.

용어 설명 : 
*가상화폐 : 실물 없이 사이버상으로만 거래되는 전자화폐의 일종으로, 각국 정부나 중앙은행이 발행하는 일반 화폐와 달리 처음 고안한 사람이 정한 규칙에 따라 가치가 매겨집니다.
*블록체인 : 가상화폐의 거래내역을 기록하는 기술로, 모든 사용자에게 거래내역이 공유되어 해킹이 어렵습니다.

기사에서 말하고자 하는 증권 또는 주식의 긍정/부정/중립 : 
가상화폐 관련 종목들이 강세를 보이고 있어, 이들 종목에 대한 투자자들의 관심이 높아질 것으로 예상됩니다."
1659,18000,유니슨,P,E,q,v,PEqv,[409],409,2024-07-24 06:00:00,"뉴스 풀이: 
미국 대통령 선거에서 바이든 대통령이 후보를 사퇴한 이후, 카멀라 해리스 부통령이 주목받고 있습니다. 해리스 부통령은 환경 규제를 강조하고 마리화나 합법화를 주장하며, 전기차 보조금 관련 정책을 지속할 것으로 예상됩니다. 이에 따라 태양광, 풍력 관련 기업이나 탄소 중립 관련 기업, 의료용 대마 진출 기업, 전기차 및 배터리 관련주가 수혜를 입을 것으로 예상됩니다.

용어 설명 : 
* 트럼프 트레이드: 트럼프 대통령이 당선될 경우 수혜를 입을 것으로 예상되는 종목에 투자하는 것을 말합니다.
* 해리스 트레이드: 해리스 부통령이 당선될 경우 수혜를 입을 것으로 예상되는 종목에 투자하는 것을 말합니다.
* 탄소 중립: 이산화탄소를 배출한 만큼 이산화탄소를 흡수하여 이산화탄소의 실질적인 배출량을 '0'으로 만드는 것을 말합니다.
* 마리화나: 대마초의 잎과 꽃에서 얻어지는 마약류 물질로, 환각제로 사용됩니다.
* 가상자산: 디지털 형태의 화폐나 자산을 말합니다. 대표적인 가상자산으로는 비트코인, 이더리움 등이 있습니다."
1697,272290,이녹스첨단소재,p,e,Q,v,peQv,"[169, 189, 453, 834]",453,2024-07-23 17:34:07,"뉴스 풀이: 
2분기 실적 발표 시즌이 시작된 가운데, 222개의 상장 기업 중 121개 기업의 영업이익 추정치가 3개월 전보다 감소한 것으로 나타났습니다. 특히, 코스닥 상장사는 순이익 추정치가 감소한 기업이 70%에 달했습니다. 이런 상황에서 애플 관련 종목인 LG이노텍과 비에이치는 영업이익 추정치가 크게 증가했습니다. 넷마블과 SK하이닉스도 추정치 증가율 상위 종목에 포함됐습니다.

용어 설명 : 
*온디바이스(On-device) : 기기 자체에서 데이터 처리를 하는 것을 의미합니다.
*유기발광다이오드(OLED) : 자체적으로 빛을 내는 디스플레이를 말합니다.
*고대역폭메모리(HBM) : 고성능 컴퓨팅에 사용되는 메모리로, 데이터 처리 속도가 매우 빠릅니다.
*초소형지구국(VSAT) 안테나 : 위성 통신을 위한 안테나로, 해상에서 사용됩니다.

기사에서 말하고자 하는 증권 또는 주식의 방향성 : 
2분기 실적 발표 시즌이 시작되면서, 기업들의 실적에 따라 주가가 변동할 가능성이 있습니다. 애플 관련 종목과 같이 실적이 좋은 기업들은 주가가 상승할 가능성이 있지만, 실적이 좋지 않은 기업들은 주가가 하락할 가능성이 있습니다. 따라서, 투자자들은 기업들의 실적을 주의 깊게 살펴보고, 투자 결정을 내리는 것이 중요합니다."
1719,39030,이오테크닉스,p,E,Q,v,pEQv,"[120, 144, 197, 222, 234, 638, 787]",144,2024-07-25 17:56:09,"뉴스 풀이: 
25일, 코스피 대부분의 업종이 하락하며 검은 목요일을 맞이했습니다. 특히 SK하이닉스는 어닝서프라이즈 수준의 2분기 실적에도 불구하고 8.87%나 빠졌습니다. 이는 미국 빅테크 기업들의 실적이 시장 기대치에 미치지 못하며 AI 산업에 대한 우려가 커졌기 때문입니다. 
외국인과 기관은 많은 양의 주식을 매도했고, 개인 투자자들은 이를 사들였습니다. 외국인은 이달 들어 많은 양의 주식을 사들였지만, 트럼프 전 대통령의 피격 사건 이후 매도세로 돌아섰습니다. 
전문가들은 미국 대선의 불확실성과 빅테크 기업들의 실적에 대한 우려가 국내 증시에 영향을 미치고 있다고 말하며, 방어적인 투자 전략이 필요하다고 조언합니다.

용어 설명 : 
*검은 목요일: 미국 뉴욕 증권시장에서 주가 대폭락이 있었던 1929년 10월 24일과 29일을 일컫는 말로, 이날의 주가 대폭락은 대공황의 계기가 되었습니다.
*어닝서프라이즈: 기업이 시장에서 예상했던 것보다 훨씬 더 좋은 실적을 발표하는 것을 말합니다.
*차익실현: 이미 보유하고 있는 주식의 가격이 상승했을 때, 팔아서 이익을 얻는 것을 말합니다."
1723,160600,이큐셀,p,E,q,V,pEqV,[510],510,2024-07-23 10:51:48,"뉴스 풀이: 
산업용 로봇을 만드는 회사인 휴림로봇이 돈을 더 모으기 위해 유상증자를 진행하는데, 그 가격이 1705원으로 정해졌어요. 이렇게 모은 돈 중 500억원은 이큐셀이라는 회사의 지분을 사는데 사용하고, 나머지는 회사를 운영하는데 쓸 예정이에요.

용어 설명 : 
*유상증자: 기업이 주식을 추가로 발행하고, 이를 투자자들에게 판매하여 자금을 확보하는 방법
*지분: 회사의 소유권을 나타내는 비율

기사에서 말하고자 하는 증권 또는 주식의 긍정/부정/중립: 
휴림로봇이 유상증자를 통해 모은 자금으로 이큐셀을 인수하면서, 이차전지 장비 산업 분야에서 성장할 것으로 기대하고 있음."
1729,41830,인바디,p,e,Q,V,peQV,[169],169,2024-07-25 15:57:12,"뉴스 풀이 : 
최근 원/달러 환율은 1,380원대 중후반대에서 방향성을 보이지 않고 있습니다. 연방기금금리 선물시장에 반영된 연준의 9월 기준금리 인하 기대는 90%를 넘긴 상황입니다. 이번 주에는 미국 2/4분기 실질 GDP 성장률과 PCE 물가가 발표될 예정입니다. 미국 GDP 성장률은 지난 분기보다 높아질 것으로 예상되며, PCE 물가는 5월보다 낮아질 것으로 보입니다. 이렇게 성장률이 나쁘지 않고 물가가 안정적으로 내려오는 것이 확인되면, 연준의 기준금리 인하 기대는 계속 지지 받을 것입니다. 

용어 설명 :
*연방기금금리 선물시장 : 연방기금금리의 미래 값을 예측하여 거래하는 시장
*OIS선도금리 : Overnight Index Swap의 약자로, 하루짜리 초단기 대출금리. 금융시장의 유동성을 파악하는 중요한 지표
*PCE 물가 : 개인소비지출 물가. 미국의 물가상승률을 나타내는 지표 중 하나"
1743,119610,인터로조,p,E,Q,V,pEQV,[169],169,2024-07-25 15:57:12,"뉴스 풀이 : 
최근 원/달러 환율은 1,380원대 중후반대에서 방향성을 보이지 않고 있습니다. 연방기금금리 선물시장에 반영된 연준의 9월 기준금리 인하 기대는 90%를 넘긴 상황입니다. 이번 주에는 미국 2/4분기 실질 GDP 성장률과 PCE 물가가 발표될 예정입니다. 미국 GDP 성장률은 지난 분기보다 높아질 것으로 예상되며, PCE 물가는 5월보다 낮아질 것으로 보입니다. 이렇게 성장률이 나쁘지 않고 물가가 안정적으로 내려오는 것이 확인되면, 연준의 기준금리 인하 기대는 계속 지지 받을 것입니다. 

용어 설명 :
*연방기금금리 선물시장 : 연방기금금리의 미래 값을 예측하여 거래하는 시장
*OIS선도금리 : Overnight Index Swap의 약자로, 하루짜리 초단기 대출금리. 금융시장의 유동성을 파악하는 중요한 지표
*PCE 물가 : 개인소비지출 물가. 미국의 물가상승률을 나타내는 지표 중 하나"
1747,189300,인텔리안테크,P,e,Q,v,PeQv,"[189, 453, 834, 879]",879,2024-07-23 04:53:00,"뉴스 풀이: 
요즘 한국의 주식 시장이 불안한 모습을 보이고 있어요. 그래서 투자자들은 주식 시장에 돈을 넣기 보다는 CMA(종합자산관리계좌)와 MMF(머니마켓펀드) 같은 단기 상품에 돈을 넣고 있어요. CMA는 은행 계좌처럼 입출금이 자유롭고 하루만 돈을 넣어도 이자를 받을 수 있는 계좌에요. MMF는 기업 어음 등에 투자하는 펀드인데, 언제든지 돈을 뺄 수 있어요. 이런 상품들은 '증시 대기성 자금'이라고 불러요.

용어 설명 : 
*CMA(종합자산관리계좌): 증권사가 고객의 자금을 받아 금융상품에 투자하고 수익을 돌려주는 계좌
*MMF(머니마켓펀드): 만기가 짧은 금융상품에 투자하는 펀드
*ETF(상장지수펀드): 주식 시장에 상장되어 거래되는 펀드
*파킹형 ETF: 단기자금형 ETF로 초단기 채권 금리를 일할 계산해 복리로 반영하는 상품

기사에서 말하고자 하는 증권 또는 주식의 긍정/부정/중립:
요즘 한국 주식 시장이 불안해서 투자자들이 주식 시장에서 돈을 빼고 있어요. 게다가 기업들의 2분기 실적도 좋지 않을 것으로 예상되고 있어서 주식 시장이 더욱 어려워질 것 같아요."
1751,39290,인포뱅크,P,e,Q,v,PeQv,[157],157,2024-07-25 16:14:16,"뉴스 풀이 : 
싱가포르에 본사를 둔 전자상거래 플랫폼 큐텐의 계열사 티몬과 위메프에서 대금 정산이 지연되는 사태가 발생했습니다. 이로 인해 전자상거래, 결제, 여행 관련 기업들의 주가가 크게 하락했습니다. 특히, 여행사들은 티몬과 위메프로부터 정산금을 받지 못해 여행상품 판매를 중단했고, 이에 따라 여행주들이 52주 신저가를 기록하는 등 약세를 보였습니다.

용어 설명 :
* 대금 정산 지연 : 기업이 상품을 판매하고 고객으로부터 받은 돈을 판매 업체에 지불하는 것이 늦어지는 것을 말합니다.
* 52주 신저가 : 주식 가격이 최근 1년 동안 가장 낮은 가격을 기록하는 것을 말합니다.

이번 사태는 큐텐의 부도까지 이어지지는 않겠지만, 셀러 및 소비자들의 신뢰를 잃은 이상 이용자들의 이탈이 불가피할 것으로 예상됩니다."
1759,950140,잉글우드랩,p,E,Q,v,pEQv,[643],643,2024-07-22 15:15:01,"뉴스 풀이: 
한국의 상반기 수출이 역대 2위를 기록했습니다. 7월 중순 한국의 화장품 수출은 4.5억 달러, 라면 수출은 7,640만 달러를 기록했습니다. 특히 화장품 업종에서는 미국 시장에서의 성장세가 두드러졌으며, 색조 화장품의 수출 성장폭이 컸습니다. 라면 수출은 중국, 미국 등 주요 지역에서 큰 성장폭을 보였습니다.

용어 설명 : 
*YoY : 전년 대비
*ODM : 제조자 개발 생산 방식
*OEM : 주문자 상표 부착 생산 방식
*피크아웃 : 경기나 실적이 정점을 찍고 하락하는 것을 뜻함

---

한국의 화장품과 라면 수출이 계속해서 증가하고 있으며, 이는 한국 기업들의 성장과 경쟁력 강화에 긍정적인 영향을 미칠 것으로 예상됩니다. 특히, 미국과 서구권 국가에서의 성장세가 두드러지는 것은 한국 제품의 인기와 수요가 전 세계적으로 높아지고 있다는 것을 의미합니다. 앞으로도 한국 기업들은 적극적인 해외 시장 진출과 제품 개발을 통해 수출을 더욱 확대할 것으로 기대됩니다."
1775,361390,제노코,P,E,Q,V,PEQV,[828],828,2024-07-24 11:10:49,"뉴스 풀이: 
방위산업 관련 주식들이 최근 강세를 보이고 있습니다. 특히, 한화에어로스페이스와 한화시스템은 함께 52주 최고가를 경신했습니다. 이는 트럼프 전 대통령의 재선 유력에 따른 트럼트 트레이드의 최대 수혜주로 꼽혔기 때문입니다. 
방위산업주는 트럼프 전 대통령이 재선에 성공할 경우 미국 동맹국들의 방위비 증대가 예상되어 방산주 수출에 호재로 인식됩니다. 한화에어로스페이스가 지난 10일 루마니아에 1조3000억원 규모 K9 자주포 수출에 성공한 점도 긍정적인 영향을 미쳤습니다.

용어 설명 : 
*방위산업주 : 국가의 안보와 군사력을 유지하기 위해 필요한 무기나 장비 등을 생산하는 기업들의 주식을 말합니다.
*트럼트 트레이드 : 미국 대통령 선거에서 도널드 트럼프가 당선될 경우, 미국 증시가 상승할 것이라는 예측에 따라 주식을 매수하는 것을 말합니다.
*K9 자주포 : 한국이 개발한 자주포로, 세계적으로 성능을 인정받아 여러 나라에 수출되고 있습니다."
1780,33100,제룡전기,p,E,Q,v,pEQv,"[323, 383, 456, 465, 495]",456,2024-07-23 17:34:14,"뉴스 풀이 : 
문장1. 전력장비와 전선을 만드는 회사들의 주식 가격이 오르고 있습니다. 
문장2. 이는 인공지능 산업과 데이터 센터의 전력 수요가 크게 증가하면서 이들 회사의 실적이 좋아졌기 때문입니다.
문장3. HD현대일렉트릭은 2분기에 매출과 영업이익이 크게 증가하여 깜짝 실적을 발표했습니다.
문장4. 이에 따라 다른 전력 인프라 기업들도 주가가 상승했습니다.
문장5. 앞으로 인공지능 서비스가 더 확산되면 전력 인프라 수요가 계속 증가할 것으로 예상됩니다.

용어 설명 : 
*어닝 서프라이즈 : 기업이 시장의 예상치를 훨씬 초과하는 실적을 발표하는 것
*컨센서스 : 시장 참여자들의 의견을 종합한 예측치
*공급자 우위 시장 : 수요에 비해 공급이 부족하여 판매자가 유리한 시장"
1784,287410,제이시스메디칼,p,E,Q,v,pEQv,"[37, 39, 169, 319]",39,2024-07-26 14:27:11,"뉴스 풀이: 
최근 국내 증시에서 자발적 상장폐지 등을 목적으로 공개매수를 진행하는 기업들이 늘어나고 있어요. 공개매수는 기간과 가격, 수량 등 조건을 공시해 여러 주주로부터 주식을 장외 거래하는 것을 말해요. 특히 최근들어 상장폐지를 목적으로 하는 공개매수가 크게 증가했어요. 증권사들은 이를 호재로 받아들이고 적극적으로 대응하고 있어요. 공개매수의 경우, 주관 수수료는 높지 않으나 비교적 낮은 업무 난이도로 인수금융 업무로의 확장과 기업 고객 확보를 기대할 수 있기 때문이에요.

용어 설명 : 
*공개매수 : 기간과 가격, 수량 등 조건을 공시해 여러 주주로부터 주식을 장외 거래하는 것.
*인수금융 : 기업이 다른 기업을 인수할 때 필요한 자금을 대출해주는 금융.
*밸류업 프로그램 : 기업의 가치를 높이기 위한 프로그램."
1788,204270,제이앤티씨,p,E,Q,v,pEQv,[36],36,2024-07-26 15:48:09,"뉴스 풀이 : 
코스닥이 790선에서 강보합 흐름을 나타내며 마감했습니다. 미국 6월 개인소비지출(PCE) 물가지수 발표를 앞두고 관망 흐름이 짙어진 것으로 풀이됩니다. 시장 전반이 보합세를 보였지만 제약·바이오주는 두각을 나타내며 강세를 시현했습니다.

26일 엠피닥터에 따르면 코스닥 지수는 전거래일 대비 0.27포인트(0.03%) 상승한 797.56으로 마감했습니다. 수급별로는 기관이 564억원, 외국인이 349억원 각각 순매수했습니다. 반면 개인은 926억원 순매도했습니다.

용어 설명 : 
*개인소비지출(PCE) : 개인이 물건을 사거나 서비스를 이용하는데 쓴 돈을 모두 합한 것으로, 미국 상무부에서 발표함.
*보합 : 시세가 변동하지 않거나, 변동 폭이 극히 작은 상태."
